Title,Animation,Description,External ID,Locale,Media,Module,Video
Exercise 3.7 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.7,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.7/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.7 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.7,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.7/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.8 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.8,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.8/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.8 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.8,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.8/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.9 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.9,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.9/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.9 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.9,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.9/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.10 – Traditional School – Assisted Exercise,,Traditional School – Assisted Exercise,exercise-3.10,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.10/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.10 – Escola Tradicional - Exercício Assistido,,Escola Tradicional - Exercício Assistido,exercise-3.10,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.10/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.11 – Traditional School – Assisted Exercise,,Traditional School – Assisted Exercise,exercise-3.11,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.11/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.11 – Escola Tradicional - Exercício Assistido,,Escola Tradicional - Exercício Assistido,exercise-3.11,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.11/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.12 – Traditional School – Assisted Exercise,,Traditional School – Assisted Exercise,exercise-3.12,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.12/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.12 – Escola Tradicional - Exercício Assistido,,Escola Tradicional - Exercício Assistido,exercise-3.12,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.12/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.13 – Traditional School – Assisted Exercise,,Traditional School – Assisted Exercise,exercise-3.13,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.13/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.13 – Escola Tradicional - Exercício Assistido,,Escola Tradicional - Exercício Assistido,exercise-3.13,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.13/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.14 – Traditional School – Assisted,,Traditional School – Assisted,exercise-3.14,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.14/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.14 – Escola Tradicional - Assistido,,Escola Tradicional - Assistido,exercise-3.14,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.14/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.15 – Traditional School – Assisted Exercise,,Traditional School – Assisted Exercise,exercise-3.15,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.15/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.15 – Escola Tradicional - Exercício Assistido,,Escola Tradicional - Exercício Assistido,exercise-3.15,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.15/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
"Exercise 4.0 – ",,,exercise-4.0,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.0/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.0 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.0,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.0/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
"Exercise 4.1 – ",,,exercise-4.1,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.1/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.1 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.1,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.1/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
"Exercise 4.2 – ",,,exercise-4.2,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.2/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.2 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.2,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.2/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
"Exercise 4.3 – ",,,exercise-4.3,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.3/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.3 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.3,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.3/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
"Exercise 4.4 – ",,,exercise-4.4,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.4/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.4 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.4,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.4/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
"Exercise 4.5 – ",,,exercise-4.5,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.5/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.5 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.5,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.5/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
"Exercise 4.6 – ",,,exercise-4.6,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.6/diagram.svg,Module 4 (https://app.notion.com/p/Module-4-39b6b2772ee4811b9cc7c9358962b294?pvs=21),
Exercício 4.6 – Escola Moderna – Exercícios Condicionados,,Escola Moderna – Exercícios Condicionados,exercise-4.6,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-4.6/diagram.svg,Mesociclo 4 (https://app.notion.com/p/Mesociclo-4-39b6b2772ee48199bc5cd66be7910304?pvs=21),
Exercise 5.0 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.0,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.0/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.0 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.0,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.0/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.1 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.1,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.1/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.1 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.1,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.1/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.2 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.2,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.2/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.2 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.2,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.2/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.3 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.3,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.3/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.3 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.3,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.3/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.4 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.4,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.4/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.4 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.4,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.4/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.5 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.5,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.5/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.5 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.5,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.5/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.6 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.6,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.6/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.6 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.6,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.6/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.7 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.7,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.7/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.7 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.7,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.7/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.8 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.8,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.8/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.8 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.8,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.8/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.9 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.9,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.9/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.9 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.9,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.9/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.10 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.10,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.10/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.10 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.10,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.10/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.11 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.11,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.11/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.11 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.11,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.11/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.12 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.12,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.12/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.12 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.12,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.12/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.13 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.13,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.13/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.13 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.13,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.13/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.14 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.14,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.14/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.14 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.14,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.14/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.15 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.15,en-US,,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.15 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.15,pt,,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.16 – Modern School – Feed with racket + conditioned game situation,,Modern School – Feed with racket + conditioned game situation,exercise-5.16,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.16/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.16 – Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,,Escola Moderna – Lançamento com raquete + Situação de jogo condicionado,exercise-5.16,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.16/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.17 – Modern School – Manual feed,,Modern School – Manual feed,exercise-5.17,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.17/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.17 – Escola Moderna – Lançamento Manual,,Escola Moderna – Lançamento Manual,exercise-5.17,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.17/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.18 – Modern School – Manual feed,,Modern School – Manual feed,exercise-5.18,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.18/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.18 – Escola Moderna – Lançamento Manual,,Escola Moderna – Lançamento Manual,exercise-5.18,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.18/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.19 – Modern School – Manual feed,,Modern School – Manual feed,exercise-5.19,en-US,,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.19 – Escola Moderna – Lançamento Manual,,Escola Moderna – Lançamento Manual,exercise-5.19,pt,,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.20 – Modern School – Manual feed,,Modern School – Manual feed,exercise-5.20,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.20/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.20 – Escola Moderna – Lançamento Manual,,Escola Moderna – Lançamento Manual,exercise-5.20,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.20/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.21 – Modern School – Manual feed,,Modern School – Manual feed,exercise-5.21,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.21/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.21 – Escola Moderna – Lançamento Manual,,Escola Moderna – Lançamento Manual,exercise-5.21,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.21/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.22 – Modern School – Manual feed,,Modern School – Manual feed,exercise-5.22,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.22/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.22 – Escola Moderna – Lançamento Manual,,Escola Moderna – Lançamento Manual,exercise-5.22,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.22/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.23 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.23,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.23/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.23 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.23,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.23/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.24 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.24,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.24/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.24 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.24,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.24/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.25 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.25,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.25/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
